subject_id,session_number,block_number,trial_number,trial_type,correct_response,previous_speed,current_speed,speed_sequence,transition_status,trajectory_offset_cm,trial_trigger_code,response_trigger_code,trigger_timestamp,participant_response,reaction_time_ms,accuracy,trial_interrupted,timestamp
theo,1,1,133,clear_hit,HIT,fast,fast,fast-fast,repetition,-9.02,0,0,0.0000,HIT,1031.54,1,0,2026-07-09T16:38:51.3244871+02:00
theo,1,1,134,clear_miss,MISS,fast,fast,fast-fast,repetition,-86.77,0,0,0.0000,MISS,682.05,1,0,2026-07-09T16:38:56.5158042+02:00
theo,1,1,135,near_miss,MISS,fast,slow,fast-slow,transition,53.35,0,0,0.0000,MISS,598.74,1,0,2026-07-09T16:39:02.5026768+02:00
theo,1,1,136,clear_miss,MISS,slow,slow,slow-slow,repetition,-77.76,0,0,0.0000,MISS,1392.46,1,0,2026-07-09T16:39:16.4931096+02:00
theo,1,1,137,near_hit,MISS,slow,slow,slow-slow,repetition,42.42,0,0,0.0000,MISS,1169.18,1,0,2026-07-09T16:39:30.2354230+02:00
theo,1,1,138,near_miss,MISS,slow,fast,slow-fast,transition,45.61,0,0,0.0000,MISS,849.16,1,0,2026-07-09T16:39:43.3083416+02:00
theo,1,1,139,clear_miss,MISS,fast,fast,fast-fast,repetition,67.66,0,0,0.0000,MISS,640.59,1,0,2026-07-09T16:39:48.8081201+02:00
theo,1,1,140,near_hit,MISS,fast,fast,fast-fast,repetition,-40.07,0,0,0.0000,MISS,501.49,1,0,2026-07-09T16:39:54.8781848+02:00
theo,1,1,141,near_miss,MISS,fast,slow,fast-slow,transition,-46.20,0,0,0.0000,MISS,1002.21,1,0,2026-07-09T16:40:00.9195742+02:00
theo,1,1,142,near_hit,MISS,slow,slow,slow-slow,repetition,-32.43,0,0,0.0000,MISS,1573.19,1,0,2026-07-09T16:40:15.2037521+02:00
theo,1,1,143,near_miss,MISS,slow,slow,slow-slow,repetition,-57.99,0,0,0.0000,MISS,1530.84,1,0,2026-07-09T16:40:28.4701966+02:00
theo,1,1,144,near_miss,MISS,slow,fast,slow-fast,transition,-52.03,0,0,0.0000,MISS,654.69,1,0,2026-07-09T16:40:41.3501595+02:00
theo,1,1,145,clear_hit,HIT,fast,fast,fast-fast,repetition,0.00,0,0,0.0000,HIT,793.80,1,0,2026-07-09T16:40:47.2526840+02:00
theo,1,1,146,near_miss,MISS,fast,fast,fast-fast,repetition,-46.29,0,0,0.0000,MISS,766.60,1,0,2026-07-09T16:40:52.7940147+02:00
theo,1,1,147,near_miss,MISS,fast,slow,fast-slow,transition,59.50,0,0,0.0000,MISS,2729.29,1,0,2026-07-09T16:41:00.8259061+02:00
theo,1,1,148,near_miss,MISS,slow,slow,slow-slow,repetition,-47.88,0,0,0.0000,HIT,1448.20,0,0,2026-07-09T16:41:13.4256669+02:00
theo,1,1,149,clear_hit,HIT,slow,slow,slow-slow,repetition,0.00,0,0,0.0000,HIT,1336.50,1,0,2026-07-09T16:41:26.5827782+02:00
