subject_id,session_number,block_number,trial_number,trial_type,response_made,current_speed,width,distance_level,trial_start_ms,stimulus_onset_ms,position_D7_ms,position_D6_ms,position_D5_ms,position_D4_ms,position_D3_ms,position_D2_ms,position_D1_ms,vibrotactile_onset_ms,response_time_ms,reaction_time_ms,vibration_device,trial_interrupted,timestamp
theo,1,1,141,T,1,slow,narrow,D1,568887.600,,,,,,,,,571393.591,571672.433,278.8,None,0,2026-07-09T15:27:01.8339280+02:00
theo,1,1,142,VT,1,slow,narrow,D1,572883.573,572883.573,572883.573,573523.894,573843.981,574122.534,574414.647,574735.023,575375.228,575375.228,575695.536,320.3,None,0,2026-07-09T15:27:05.8563235+02:00
theo,1,1,143,T,1,fast,narrow,D5,576906.764,,,,,,,,,577296.522,577769.940,473.4,None,0,2026-07-09T15:27:09.5733388+02:00
theo,1,1,144,VT,1,fast,narrow,D6,580625.806,580625.806,580625.806,580875.367,581000.521,581112.434,581223.734,581362.965,581613.390,580875.367,581195.860,320.5,None,0,2026-07-09T15:27:13.2907635+02:00
theo,1,1,145,T,1,fast,narrow,D2,584342.391,,,,,,,,,585093.974,585372.970,279.0,None,0,2026-07-09T15:27:17.0085883+02:00
theo,1,1,146,VT,1,fast,narrow,D7,588059.022,588059.022,588059.022,588309.846,588434.576,588546.512,588671.624,588796.790,589047.479,588059.022,588490.327,431.3,None,0,2026-07-09T15:27:20.7260782+02:00
theo,1,1,147,VT,1,fast,narrow,D6,591775.733,591775.733,591775.733,592026.287,592151.684,592263.127,592388.213,592514.054,592764.226,592026.287,592290.645,264.4,None,0,2026-07-09T15:27:24.4420321+02:00
theo,1,1,148,T,1,slow,narrow,D2,595492.827,,,,,,,,,597358.329,597678.793,320.5,None,0,2026-07-09T15:27:28.1728760+02:00
theo,1,1,149,V,0,slow,narrow,,599224.257,599224.257,599224.257,599864.897,600185.068,600463.861,600755.787,601075.813,601716.399,,,,None,0,2026-07-09T15:27:31.8903130+02:00
theo,1,1,150,VT,1,slow,narrow,D7,602941.596,602941.596,602941.596,603581.932,603902.817,604180.854,604473.003,604793.207,605433.854,602941.596,603373.262,431.7,None,0,2026-07-09T15:27:35.6079021+02:00
theo,1,1,151,T,1,fast,narrow,D7,606659.170,,,,,,,,,606659.170,607076.465,417.3,None,0,2026-07-09T15:27:39.3249384+02:00
theo,1,1,152,T,1,fast,narrow,D6,610376.130,,,,,,,,,610640.273,610918.665,278.4,None,0,2026-07-09T15:27:43.0419947+02:00
theo,1,1,153,VT,1,fast,narrow,D1,614092.778,614092.778,614092.778,614343.116,614468.539,614579.746,614705.214,614830.634,615080.900,615080.900,615345.447,264.5,None,0,2026-07-09T15:27:46.7582898+02:00
theo,1,1,154,VT,1,fast,narrow,D1,617809.220,617809.220,617809.220,618059.573,618185.238,618296.636,618421.861,618547.034,618798.040,618798.040,619049.485,251.4,None,0,2026-07-09T15:27:50.4752940+02:00
theo,1,2,1,VT,1,fast,narrow,D4,632330.253,632330.253,632330.253,632581.163,632706.450,632817.793,632942.945,633068.207,633318.982,632817.793,633137.948,320.2,None,0,2026-07-09T15:28:04.9972072+02:00
theo,1,2,2,T,1,fast,narrow,D3,636047.989,,,,,,,,,636674.371,636994.995,320.6,None,0,2026-07-09T15:28:08.7146789+02:00
theo,1,2,3,VT,1,fast,narrow,D5,639766.049,639766.049,639766.049,640016.666,640142.184,640253.177,640378.476,640503.552,640754.531,640142.184,640448.389,306.2,None,0,2026-07-09T15:28:12.4326118+02:00
theo,1,2,4,T,1,fast,narrow,D1,643482.891,,,,,,,,,644485.210,644791.434,306.2,None,0,2026-07-09T15:28:16.1492031+02:00
theo,1,2,5,VT,1,fast,narrow,D2,647199.627,647199.627,647199.627,647449.965,647575.403,647686.727,647811.951,647937.365,648188.000,647937.365,648201.993,264.6,None,0,2026-07-09T15:28:19.8660717+02:00
theo,1,2,6,VT,1,slow,narrow,D3,650916.576,650916.576,650916.576,651556.913,651876.916,652155.757,652447.957,652767.647,653408.213,652447.957,652740.215,292.3,None,0,2026-07-09T15:28:23.5830663+02:00
theo,1,2,7,VT,1,slow,narrow,D7,654633.137,654633.137,654633.137,655274.385,655593.601,655873.615,656164.093,656484.649,657124.892,654633.137,655245.996,612.9,None,0,2026-07-09T15:28:27.2993115+02:00
theo,1,2,8,T,1,slow,narrow,D3,658350.385,,,,,,,,,659896.367,660203.133,306.8,None,0,2026-07-09T15:28:31.0320195+02:00
theo,1,2,9,VT,1,fast,narrow,D4,662082.942,662082.942,662082.942,662333.722,662459.163,662570.506,662695.888,662821.219,663071.930,662570.506,662835.167,264.7,None,0,2026-07-09T15:28:34.7504626+02:00
theo,1,2,10,VT,1,fast,narrow,D5,665800.374,665800.374,665800.374,666050.366,666176.143,666287.761,666412.925,666538.161,666788.459,666176.143,666454.755,278.6,None,0,2026-07-09T15:28:38.4676798+02:00
theo,1,2,11,T,1,fast,narrow,D1,669517.296,,,,,,,,,670519.833,670854.017,334.2,None,0,2026-07-09T15:28:42.1847195+02:00
theo,1,2,12,V,0,fast,narrow,,673234.438,673234.438,673234.438,673485.199,673609.911,673721.366,673846.586,673971.829,674222.423,,,,None,0,2026-07-09T15:28:45.9011236+02:00
theo,1,2,13,VT,1,fast,narrow,D7,676951.296,676951.296,676951.296,677202.344,677327.346,677439.181,677564.322,677689.473,677940.066,676951.296,677424.938,473.6,None,0,2026-07-09T15:28:49.6185254+02:00
theo,1,2,14,VT,1,slow,narrow,D3,680668.290,680668.290,680668.290,681308.804,681629.024,681907.481,682200.147,682520.318,683160.542,682200.147,682576.181,376.0,None,0,2026-07-09T15:28:53.3355407+02:00
theo,1,2,15,VT,1,slow,narrow,D6,684385.693,684385.693,684385.693,685067.671,685346.193,685624.429,685916.913,686223.395,686877.181,685067.671,685457.465,389.8,None,0,2026-07-09T15:28:57.0526804+02:00
theo,1,2,16,T,1,slow,narrow,D4,688102.401,,,,,,,,,689355.518,689760.133,404.6,None,0,2026-07-09T15:29:00.7701041+02:00
theo,1,2,17,VT,1,fast,narrow,D4,691818.664,691818.664,691818.664,692069.765,692194.976,692306.230,692431.358,692557.141,692807.347,692306.230,692668.110,361.9,None,0,2026-07-09T15:29:04.4865014+02:00
theo,1,2,18,T,1,fast,narrow,D1,695536.317,,,,,,,,,696538.649,696844.653,306.0,None,0,2026-07-09T15:29:08.2034797+02:00
theo,1,2,19,T,1,fast,narrow,D7,699253.590,,,,,,,,,699253.590,699893.732,640.1,None,0,2026-07-09T15:29:11.9204102+02:00
theo,1,2,20,VT,1,slow,narrow,D3,702970.238,702970.238,702970.238,703610.797,703931.099,704209.729,704501.777,704808.702,705462.293,704501.777,704822.674,320.9,None,0,2026-07-09T15:29:15.6378282+02:00
theo,1,2,21,T,1,slow,narrow,D6,706687.744,,,,,,,,,707341.738,708135.458,793.7,None,0,2026-07-09T15:29:19.3654991+02:00
theo,1,2,22,VT,1,slow,narrow,D5,710416.559,710416.559,710416.559,711057.845,711378.722,711656.784,711949.187,712255.930,712910.555,711378.722,711726.395,347.7,None,0,2026-07-09T15:29:23.0866060+02:00
theo,1,2,23,V,0,slow,narrow,,714135.776,714135.776,714135.776,714776.051,715096.646,715374.809,715667.162,715973.975,716627.752,,,,None,0,2026-07-09T15:29:26.8040772+02:00
theo,1,2,24,T,1,fast,narrow,D4,717853.360,,,,,,,,,718354.525,718688.359,333.8,None,0,2026-07-09T15:29:30.5205507+02:00
theo,1,2,25,VT,1,fast,narrow,D4,721570.147,721570.147,721570.147,721820.806,721945.904,722057.620,722182.901,722308.220,722558.612,722057.620,722405.546,347.9,None,0,2026-07-09T15:29:34.2381823+02:00
theo,1,2,26,VT,1,fast,narrow,D3,725287.655,725287.655,725287.655,725538.287,725663.454,725774.735,725900.100,726025.472,726276.214,725900.100,726234.540,334.4,None,0,2026-07-09T15:29:37.9559810+02:00
theo,1,2,27,VT,1,slow,narrow,D3,729004.646,729004.646,729004.646,729645.267,729965.889,730243.746,730536.398,730842.870,731497.155,730536.398,730898.707,362.3,None,0,2026-07-09T15:29:41.6730838+02:00
theo,1,2,28,VT,1,slow,narrow,D2,732722.241,732722.241,732722.241,733362.308,733682.646,733961.518,734254.095,734573.550,735215.620,734573.550,734907.438,333.9,None,0,2026-07-09T15:29:45.3927581+02:00
theo,1,2,29,T,1,slow,narrow,D6,736439.559,,,,,,,,,737093.875,737442.085,348.2,None,0,2026-07-09T15:29:49.1214946+02:00
theo,1,2,30,V,0,slow,narrow,,740171.073,740171.073,740171.073,740811.620,741131.497,741410.349,741702.501,742022.547,742662.848,,,,None,0,2026-07-09T15:29:52.8392994+02:00
theo,1,2,31,VT,1,fast,narrow,D4,743888.014,743888.014,743888.014,744138.539,744264.040,744375.452,744500.468,744625.828,744877.121,744375.452,744751.020,375.6,None,0,2026-07-09T15:29:56.5557368+02:00
theo,1,2,32,VT,1,fast,narrow,D2,747604.778,747604.778,747604.778,747855.750,747980.600,748092.107,748217.423,748342.875,748593.403,748342.875,748663.656,320.8,None,0,2026-07-09T15:30:00.2747775+02:00
theo,1,2,33,T,1,fast,narrow,D4,751321.737,,,,,,,,,751823.489,752255.331,431.8,None,0,2026-07-09T15:30:03.9909255+02:00
theo,1,2,34,VT,1,fast,narrow,D6,755039.668,755039.668,755039.668,755290.605,755415.479,755527.022,755652.567,755777.593,756028.319,755290.605,755624.288,333.7,None,0,2026-07-09T15:30:07.7087228+02:00
theo,1,2,35,VT,1,slow,narrow,D3,758757.357,758757.357,758757.357,759398.274,759718.249,759996.543,760288.850,760609.255,761249.888,760288.850,760664.910,376.1,None,0,2026-07-09T15:30:11.4256815+02:00
theo,1,2,36,T,1,slow,narrow,D5,762474.534,,,,,,,,,763448.687,763824.955,376.3,None,0,2026-07-09T15:30:15.1564022+02:00
theo,1,2,37,VT,1,slow,narrow,D5,766204.743,766204.743,766204.743,766845.300,767165.784,767443.812,767736.095,768055.885,768696.681,767165.784,767471.616,305.8,None,0,2026-07-09T15:30:18.8730926+02:00
theo,1,2,38,VT,1,fast,narrow,D4,769921.696,769921.696,769921.696,770172.436,770297.523,770408.785,770534.408,770659.386,770910.236,770408.785,770743.329,334.5,None,0,2026-07-09T15:30:22.5910702+02:00
theo,1,2,39,T,1,fast,narrow,D4,773638.950,,,,,,,,,774140.263,774474.362,334.1,None,0,2026-07-09T15:30:26.3078751+02:00
theo,1,2,40,VT,1,fast,narrow,D7,777356.077,777356.077,777356.077,777606.685,777732.066,777843.692,777968.957,778093.831,778344.019,777356.077,777982.507,626.4,None,0,2026-07-09T15:30:30.0256206+02:00
theo,1,2,41,V,0,fast,narrow,,781075.012,781075.012,781075.012,781323.812,781448.586,781560.057,781685.512,781810.740,782061.632,,,,None,0,2026-07-09T15:30:33.7426230+02:00
theo,1,2,42,T,1,slow,narrow,D3,784790.810,,,,,,,,,786335.860,786725.858,390.0,None,0,2026-07-09T15:30:37.4736673+02:00
theo,1,2,43,V,0,slow,narrow,,788521.518,788521.518,788521.518,789161.989,789482.257,789760.746,790052.966,790372.850,791013.446,,,,None,0,2026-07-09T15:30:41.1906329+02:00
theo,1,2,44,VT,1,slow,narrow,D1,792238.623,792238.623,792238.623,792879.250,793199.152,793477.888,793770.266,794090.449,794730.989,794730.989,795051.028,320.0,None,0,2026-07-09T15:30:45.2152347+02:00
theo,1,2,45,T,1,fast,narrow,D4,796262.349,,,,,,,,,796763.603,797112.043,348.4,None,0,2026-07-09T15:30:48.9323001+02:00
theo,1,2,46,T,1,fast,narrow,D1,799980.063,,,,,,,,,800982.282,801915.358,933.1,None,0,2026-07-09T15:30:52.6491959+02:00
theo,1,2,47,VT,1,fast,narrow,D5,803696.945,803696.945,803696.945,803947.577,804072.900,804184.293,804309.746,804434.837,804685.368,804072.900,804407.018,334.1,None,0,2026-07-09T15:30:56.3662439+02:00
theo,1,2,48,VT,1,slow,narrow,D3,807413.731,807413.731,807413.731,808054.182,808374.527,808652.801,808945.532,809265.296,809906.017,808945.532,809265.296,319.8,None,0,2026-07-09T15:31:00.0838094+02:00
theo,1,2,49,VT,1,slow,narrow,D6,811131.230,811131.230,811131.230,811771.594,812092.074,812370.967,812662.804,812982.987,813623.544,811771.594,812036.376,264.8,None,0,2026-07-09T15:31:03.8011983+02:00
theo,1,2,50,T,1,slow,narrow,D5,814846.880,,,,,,,,,815821.755,816114.723,293.0,None,0,2026-07-09T15:31:07.5192374+02:00
theo,1,2,51,VT,1,slow,narrow,D7,818565.560,818565.560,818565.560,819206.462,819527.026,819805.160,820097.726,820417.829,821058.274,818565.560,819136.783,571.2,None,0,2026-07-09T15:31:11.2365329+02:00
theo,1,2,52,VT,1,fast,narrow,D3,822283.524,822283.524,822283.524,822533.612,822659.191,822770.528,822895.987,823021.401,823271.765,822895.987,823188.298,292.3,None,0,2026-07-09T15:31:14.9533547+02:00
theo,1,2,53,VT,1,fast,narrow,D1,826000.668,826000.668,826000.668,826251.103,826376.309,826487.290,826612.945,826737.725,826988.803,826988.803,827238.836,250.0,None,0,2026-07-09T15:31:18.6704437+02:00
theo,1,2,54,VT,1,fast,narrow,D3,829717.762,829717.762,829717.762,829968.367,830093.876,830205.364,830316.959,830456.498,830706.542,830316.959,830609.392,292.4,None,0,2026-07-09T15:31:22.3880040+02:00
theo,1,2,55,VT,1,fast,narrow,D5,833435.623,833435.623,833435.623,833685.386,833810.912,833922.180,834047.926,834173.090,834423.884,833810.912,834173.090,362.2,None,0,2026-07-09T15:31:26.1058817+02:00
theo,1,2,56,T,1,slow,narrow,D3,837152.166,,,,,,,,,838697.544,839045.778,348.2,None,0,2026-07-09T15:31:29.8362378+02:00
theo,1,2,57,VT,1,slow,narrow,D7,840883.341,840883.341,840883.341,841523.800,841843.850,842122.440,842414.947,842735.020,843375.412,840883.341,841523.800,640.5,None,0,2026-07-09T15:31:33.5535992+02:00
theo,1,2,58,VT,1,slow,narrow,D2,844600.478,844600.478,844600.478,845240.660,845561.306,845839.559,846131.977,846452.095,847092.200,846452.095,846924.791,472.7,None,0,2026-07-09T15:31:37.2707051+02:00
theo,1,2,59,VT,1,fast,narrow,D3,848316.950,848316.950,848316.950,848567.167,848692.737,848804.221,848915.661,849054.912,849305.210,848915.661,849416.996,501.3,None,0,2026-07-09T15:31:40.9872829+02:00
theo,1,2,60,T,1,fast,narrow,D6,852034.376,,,,,,,,,852298.943,852716.584,417.6,None,0,2026-07-09T15:31:44.7047598+02:00
theo,1,2,61,T,1,fast,narrow,D6,855751.885,,,,,,,,,856015.822,856364.166,348.3,None,0,2026-07-09T15:31:48.4213514+02:00
theo,1,2,62,T,1,fast,narrow,D2,859468.986,,,,,,,,,860220.932,860750.372,529.4,None,0,2026-07-09T15:31:52.1402197+02:00
theo,1,2,63,V,0,fast,narrow,,863187.266,863187.266,863187.266,863437.624,863562.888,863673.785,863799.462,863924.917,864175.555,,,,None,0,2026-07-09T15:31:55.8574800+02:00
theo,1,2,64,T,1,fast,narrow,D5,866903.691,,,,,,,,,867293.303,867766.743,473.4,None,0,2026-07-09T15:31:59.5737137+02:00
theo,1,2,65,T,1,slow,narrow,D3,870619.954,,,,,,,,,872165.345,872541.170,375.8,None,0,2026-07-09T15:32:03.3043102+02:00
theo,1,2,66,T,1,slow,narrow,D4,874351.013,,,,,,,,,875604.193,875952.432,348.2,None,0,2026-07-09T15:32:07.0223760+02:00
theo,1,2,67,V,0,slow,narrow,,878068.112,878068.112,878068.112,878708.492,879028.962,879307.298,879599.515,879919.834,880560.321,,,,None,0,2026-07-09T15:32:10.7393161+02:00
theo,1,2,68,VT,1,slow,narrow,D7,881785.463,881785.463,881785.463,882425.887,882745.967,883024.342,883316.811,883637.289,884277.638,881785.463,882383.989,598.5,None,0,2026-07-09T15:32:14.4563262+02:00
theo,1,2,69,T,1,fast,narrow,D3,885502.727,,,,,,,,,886128.994,886477.335,348.3,None,0,2026-07-09T15:32:18.1746039+02:00
theo,1,2,70,V,0,fast,narrow,,889220.022,889220.022,889220.022,889470.951,889596.089,889707.525,889832.863,889958.345,890208.789,,,,None,0,2026-07-09T15:32:21.8911883+02:00
theo,1,2,71,VT,1,fast,narrow,D7,892936.935,892936.935,892936.935,893187.837,893313.376,893424.170,893550.068,893675.536,893925.483,892936.935,894274.099,1337.2,None,0,2026-07-09T15:32:25.6080303+02:00
theo,1,2,72,V,0,fast,narrow,,896654.198,896654.198,896654.198,896904.949,897030.097,897141.669,897266.691,897392.091,897642.595,,,,None,0,2026-07-09T15:32:29.3251595+02:00
theo,1,2,73,VT,1,slow,narrow,D4,900371.380,900371.380,900371.380,901012.109,901332.765,901611.100,901903.442,902209.835,902864.108,901611.100,902001.389,390.3,None,0,2026-07-09T15:32:33.0434229+02:00
theo,1,2,74,T,1,slow,narrow,D1,904089.609,,,,,,,,,906595.376,906888.756,293.4,None,0,2026-07-09T15:32:37.0557257+02:00
theo,1,2,75,VT,1,slow,narrow,D1,908099.464,908099.464,908099.464,908740.151,909060.548,909339.295,909631.441,909938.039,910592.761,910592.761,910955.031,362.3,None,0,2026-07-09T15:32:41.1217485+02:00
theo,1,2,76,T,1,slow,narrow,D2,912165.713,,,,,,,,,914031.145,914379.165,348.0,None,0,2026-07-09T15:32:44.8514723+02:00
theo,1,2,77,T,1,fast,narrow,D3,915896.029,,,,,,,,,916522.341,916856.781,334.4,None,0,2026-07-09T15:32:48.5675578+02:00
theo,1,2,78,VT,1,fast,narrow,D3,919613.424,919613.424,919613.424,919864.046,919989.535,920100.636,920212.737,920351.311,920602.137,920212.737,920519.404,306.7,None,0,2026-07-09T15:32:52.2856475+02:00
theo,1,2,79,T,1,fast,narrow,D5,923331.578,,,,,,,,,923721.168,924097.491,376.3,None,0,2026-07-09T15:32:56.0029305+02:00
theo,1,2,80,T,1,fast,narrow,D2,927047.870,,,,,,,,,927799.902,928175.760,375.9,None,0,2026-07-09T15:32:59.7196182+02:00
theo,1,2,81,VT,1,fast,narrow,D7,930765.214,930765.214,930765.214,931015.856,931140.922,931252.253,931377.534,931502.873,931753.310,930765.214,931308.095,542.9,None,0,2026-07-09T15:33:03.4365833+02:00
theo,1,2,82,VT,1,fast,narrow,D7,934482.474,934482.474,934482.474,934732.905,934858.235,934969.651,935095.215,935220.480,935470.972,934482.474,935568.730,1086.3,None,0,2026-07-09T15:33:07.1543694+02:00
theo,1,2,83,V,0,fast,narrow,,938199.461,938199.461,938199.461,938449.332,938575.052,938686.453,938811.686,938936.965,939187.820,,,,None,0,2026-07-09T15:33:10.8716732+02:00
theo,1,2,84,VT,1,slow,narrow,D4,941916.453,941916.453,941916.453,942556.788,942877.038,943155.591,943447.815,943767.872,944408.389,943155.591,943489.386,333.8,None,0,2026-07-09T15:33:14.5881618+02:00
theo,1,2,85,T,1,slow,narrow,D5,945633.518,,,,,,,,,946607.621,946969.703,362.1,None,0,2026-07-09T15:33:18.3188960+02:00
theo,1,2,86,T,1,slow,narrow,D7,949363.645,,,,,,,,,949363.645,953262.344,3898.7,None,0,2026-07-09T15:33:23.4295697+02:00
theo,1,2,87,VT,1,slow,narrow,D4,954473.058,954473.058,954473.058,955113.565,955433.936,955712.861,956004.826,956325.011,956965.317,955712.861,956032.843,320.0,None,0,2026-07-09T15:33:27.1454449+02:00
theo,1,2,88,T,1,fast,narrow,D3,958190.535,,,,,,,,,958817.349,959165.239,347.9,None,0,2026-07-09T15:33:30.8621471+02:00
theo,1,2,89,T,1,fast,narrow,D5,961907.713,,,,,,,,,962297.470,962673.189,375.7,None,0,2026-07-09T15:33:34.5798224+02:00
theo,1,2,90,T,1,fast,narrow,D7,965625.347,,,,,,,,,965625.347,966251.629,626.3,None,0,2026-07-09T15:33:38.2967620+02:00
theo,1,2,91,VT,1,slow,narrow,D4,969341.782,969341.782,969341.782,969982.060,970302.403,970580.648,970873.138,971193.554,971833.830,970580.648,970915.022,334.4,None,0,2026-07-09T15:33:42.0137670+02:00
theo,1,2,92,VT,1,slow,narrow,D6,973059.044,973059.044,973059.044,973699.301,974019.554,974297.980,974590.264,974910.866,975551.329,973699.301,974005.404,306.1,None,0,2026-07-09T15:33:45.7313218+02:00
theo,1,2,93,VT,1,slow,narrow,D4,976776.499,976776.499,976776.499,977416.604,977736.835,978015.101,978307.913,978627.799,979268.304,978015.101,978335.631,320.5,None,0,2026-07-09T15:33:49.4492358+02:00
theo,1,2,94,VT,1,slow,narrow,D2,980492.893,980492.893,980492.893,981133.377,981453.382,981731.879,982024.252,982344.270,982984.733,982344.270,982678.460,334.2,None,0,2026-07-09T15:33:53.1647540+02:00
theo,1,2,95,VT,1,fast,narrow,D3,984210.635,984210.635,984210.635,984461.100,984586.524,984697.851,984823.041,984948.975,985199.320,984823.041,985157.712,334.7,None,0,2026-07-09T15:33:56.8827028+02:00
theo,1,2,96,T,1,fast,narrow,D7,987928.787,,,,,,,,,987928.787,988484.835,556.0,None,0,2026-07-09T15:34:00.5998356+02:00
theo,1,2,97,VT,1,fast,narrow,D2,991644.950,991644.950,991644.950,991895.427,992021.076,992132.030,992257.482,992382.407,992633.313,992382.407,992702.817,320.4,None,0,2026-07-09T15:34:04.3179364+02:00
theo,1,2,98,T,1,slow,narrow,D4,995363.255,,,,,,,,,996616.243,996936.261,320.0,None,0,2026-07-09T15:34:08.0350086+02:00
theo,1,2,99,T,1,slow,narrow,D7,999079.978,,,,,,,,,999079.978,999497.609,417.6,None,0,2026-07-09T15:34:11.7529641+02:00
theo,1,2,100,VT,1,slow,narrow,D7,1002797.391,1002797.391,1002797.391,1003437.539,1003757.965,1004036.262,1004328.497,1004648.924,1005289.011,1002797.391,1003660.590,863.2,None,0,2026-07-09T15:34:15.4692494+02:00
theo,1,2,101,T,1,slow,narrow,D2,1006513.837,,,,,,,,,1008502.809,1008946.437,443.6,None,0,2026-07-09T15:34:19.3209851+02:00
theo,1,2,102,VT,1,fast,narrow,D5,1010367.385,1010367.385,1010367.385,1010618.912,1010744.132,1010855.378,1010967.015,1011106.675,1011357.061,1010744.132,1011148.087,404.0,None,0,2026-07-09T15:34:23.0418996+02:00
theo,1,2,103,VT,1,fast,narrow,D1,1014086.985,1014086.985,1014086.985,1014337.424,1014463.054,1014574.285,1014699.352,1014824.892,1015075.396,1015075.396,1015321.111,245.7,None,0,2026-07-09T15:34:26.7594306+02:00
theo,1,2,104,VT,1,fast,narrow,D2,1017804.286,1017804.286,1017804.286,1018055.078,1018180.532,1018291.496,1018416.720,1018542.094,1018792.642,1018542.094,1018848.531,306.4,None,0,2026-07-09T15:34:30.4770279+02:00
theo,1,2,105,VT,1,fast,narrow,D1,1021521.501,1021521.501,1021521.501,1021772.255,1021897.271,1022008.582,1022133.890,1022259.414,1022509.963,1022509.963,1022788.465,278.5,None,0,2026-07-09T15:34:34.1941939+02:00
theo,1,2,106,VT,1,slow,narrow,D4,1025239.612,1025239.612,1025239.612,1025880.263,1026200.569,1026478.549,1026771.360,1027091.288,1027731.661,1026478.549,1026812.747,334.2,None,0,2026-07-09T15:34:37.9122466+02:00
theo,1,2,107,T,1,slow,narrow,D7,1028956.941,,,,,,,,,1028956.941,1029903.838,946.9,None,0,2026-07-09T15:34:41.6298219+02:00
theo,1,2,108,T,1,slow,narrow,D1,1032674.310,,,,,,,,,1035179.890,1035486.202,306.3,None,0,2026-07-09T15:34:45.6539501+02:00
theo,1,2,109,V,1,slow,narrow,,1036697.647,1036697.647,1036697.647,1037337.548,1037657.724,1037936.518,1038228.715,1038549.090,1039189.375,,1038660.089,,None,0,2026-07-09T15:34:49.3703482+02:00
theo,1,2,110,T,1,slow,narrow,D4,1040414.219,,,,,,,,,1041666.773,1041986.994,320.2,None,0,2026-07-09T15:34:53.0870346+02:00
theo,1,2,111,T,1,fast,narrow,D5,1044131.292,,,,,,,,,1044520.768,1045049.771,529.0,None,0,2026-07-09T15:34:56.8033882+02:00
theo,1,2,112,VT,1,fast,narrow,D6,1047847.828,1047847.828,1047847.828,1048098.718,1048223.850,1048334.938,1048460.292,1048585.873,1048836.611,1048098.718,1048906.653,807.9,None,0,2026-07-09T15:35:00.5209779+02:00
theo,1,2,113,VT,1,fast,narrow,D2,1051565.175,1051565.175,1051565.175,1051816.009,1051940.961,1052052.394,1052177.575,1052303.014,1052553.428,1052303.014,1052651.134,348.1,None,0,2026-07-09T15:35:04.2377188+02:00
theo,1,2,114,VT,1,slow,narrow,D5,1055282.230,1055282.230,1055282.230,1055922.779,1056242.649,1056521.115,1056813.437,1057133.999,1057774.674,1056242.649,1056716.251,473.6,None,0,2026-07-09T15:35:07.9552887+02:00
theo,1,2,115,VT,1,slow,narrow,D1,1058998.912,1058998.912,1058998.912,1059639.469,1059959.700,1060238.111,1060530.722,1060851.069,1061491.626,1061491.626,1061826.180,334.6,None,0,2026-07-09T15:35:11.9942258+02:00
theo,1,2,116,VT,1,slow,narrow,D5,1063037.352,1063037.352,1063037.352,1063677.598,1063997.870,1064276.243,1064568.564,1064888.654,1065529.131,1063997.870,1064513.235,515.4,None,0,2026-07-09T15:35:15.7102513+02:00
theo,1,2,117,T,1,slow,narrow,D5,1066753.974,,,,,,,,,1067729.097,1068313.207,584.1,None,0,2026-07-09T15:35:19.4404833+02:00
theo,1,2,118,VT,1,fast,narrow,D6,1070485.544,1070485.544,1070485.544,1070735.091,1070860.618,1070972.346,1071097.146,1071222.596,1071473.227,1070735.091,1071166.856,431.8,None,0,2026-07-09T15:35:23.1585654+02:00
theo,1,2,119,VT,1,fast,narrow,D5,1074202.886,1074202.886,1074202.886,1074452.942,1074578.306,1074689.677,1074815.253,1074940.404,1075190.930,1074578.306,1075010.283,432.0,None,0,2026-07-09T15:35:26.8748589+02:00
theo,1,2,120,T,1,fast,narrow,D2,1077919.304,,,,,,,,,1078671.767,1079144.670,472.9,None,0,2026-07-09T15:35:30.5927027+02:00
theo,1,2,121,V,0,slow,narrow,,1081637.207,1081637.207,1081637.207,1082277.409,1082597.696,1082876.077,1083168.159,1083488.500,1084129.629,,,,None,0,2026-07-09T15:35:34.3107230+02:00
theo,1,2,122,T,1,slow,narrow,D6,1085354.236,,,,,,,,,1086008.957,1086371.306,362.3,None,0,2026-07-09T15:35:38.0421947+02:00
theo,1,2,123,T,1,slow,narrow,D7,1089086.286,,,,,,,,,1089086.286,1089754.208,667.9,None,0,2026-07-09T15:35:41.7584499+02:00
theo,1,2,124,T,1,slow,narrow,D1,1092802.952,,,,,,,,,1095308.218,1095698.109,389.9,None,0,2026-07-09T15:35:45.8661547+02:00
theo,1,2,125,T,1,fast,narrow,D2,1096908.923,,,,,,,,,1097660.990,1098009.148,348.2,None,0,2026-07-09T15:35:49.5816263+02:00
theo,1,2,126,VT,1,fast,narrow,D2,1100626.454,1100626.454,1100626.454,1100877.270,1101002.596,1101114.000,1101238.969,1101364.527,1101615.257,1101364.527,1101699.207,334.7,None,0,2026-07-09T15:35:53.3001899+02:00
theo,1,2,127,VT,1,fast,narrow,D1,1104344.315,1104344.315,1104344.315,1104595.177,1104720.392,1104831.856,1104957.262,1105082.289,1105332.914,1105332.914,1105681.531,348.6,None,0,2026-07-09T15:35:57.0178711+02:00
theo,1,2,128,VT,1,slow,narrow,D6,1108061.295,1108061.295,1108061.295,1108701.736,1109022.290,1109300.550,1109592.812,1109912.965,1110553.925,1108701.736,1109036.082,334.3,None,0,2026-07-09T15:36:00.7360961+02:00
theo,1,2,129,VT,1,slow,narrow,D1,1111778.807,1111778.807,1111778.807,1112419.173,1112739.135,1113017.670,1113309.910,1113630.149,1114270.347,1114270.347,1114563.279,292.9,None,0,2026-07-09T15:36:04.7317505+02:00
theo,1,2,130,VT,1,slow,narrow,D6,1115774.257,1115774.257,1115774.257,1116414.350,1116734.733,1117013.564,1117305.342,1117625.507,1118265.873,1116414.350,1116832.243,417.9,None,0,2026-07-09T15:36:08.4474564+02:00
